PitchNo,Date,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,ExitSpeed,,,
289,2024-09-13,1,4,,,UCO_AVP,"Kron, Drew",Right ,UCO_HUS,7,Bottom,0,1,2,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
290,2024-09-13,1,5,,,UCO_AVP,"Kron, Drew",Right ,UCO_HUS,7,Bottom,0,2,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
291,2024-09-13,1,6,,,UCO_AVP,"Kron, Drew",Right ,UCO_HUS,7,Bottom,0,3,2,Fastball,InPlay,Undefined,GroundBall,Single,0,0,55.8,,,
292,2024-09-13,2,2,,,UCO_AVP,"LaRose, Jack",Right ,UCO_HUS,7,Bottom,0,0,0,Fastball,InPlay,Undefined,LineDrive,Double,0,0,85.4,,,
293,2024-09-13,3,2,,,UCO_AVP,"Tirado, Gabriel",Left,UCO_HUS,7,Bottom,0,0,0,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
294,2024-09-13,3,3,,,UCO_AVP,"Tirado, Gabriel",Left,UCO_HUS,7,Bottom,0,0,1,Curveball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,,,
295,2024-09-13,3,4,,,UCO_AVP,"Tirado, Gabriel",Left,UCO_HUS,7,Bottom,0,0,2,Fastball,InPlay,Undefined,FlyBall,Sacrifice,1,1,92,,,
296,2024-09-13,4,1,,,UCO_AVP,"Belisario, Anthony",Right,UCO_HUS,7,Bottom,1,0,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
297,2024-09-13,4,2,,,UCO_AVP,"Belisario, Anthony",Right,UCO_HUS,7,Bottom,1,1,0,Fastball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,,,
298,2024-09-13,4,3,,,UCO_AVP,"Belisario, Anthony",Right,UCO_HUS,7,Bottom,1,1,1,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,,
299,2024-09-13,4,4,,,UCO_AVP,"Belisario, Anthony",Right,UCO_HUS,7,Bottom,1,1,2,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
300,2024-09-13,4,5,,,UCO_AVP,"Belisario, Anthony",Right,UCO_HUS,7,Bottom,1,2,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
301,2024-09-13,4,6,,,UCO_AVP,"Belisario, Anthony",Right,UCO_HUS,7,Bottom,1,3,2,Curveball,InPlay,Undefined,GroundBall,Single,0,1,43.5,,,
302,2024-09-13,5,1,,,UCO_AVP,"Lane, Connor",Right,UCO_HUS,7,Bottom,1,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
303,2024-09-13,5,2,,,UCO_AVP,"Lane, Connor",Right,UCO_HUS,7,Bottom,1,0,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
304,2024-09-13,5,3,,,UCO_AVP,"Lane, Connor",Right,UCO_HUS,7,Bottom,1,1,1,Fastball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,98.2,,,
305,2024-09-13,5,4,,,UCO_AVP,"Lane, Connor",Right,UCO_HUS,7,Bottom,1,1,2,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
306,2024-09-13,5,5,,,UCO_AVP,"Lane, Connor",Right,UCO_HUS,7,Bottom,1,2,2,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
307,2024-09-13,5,6,,,UCO_AVP,"Lane, Connor",Right,UCO_HUS,7,Bottom,1,3,2,Fastball,InPlay,Undefined,GroundBall,Out,1,0,49.8,,,
308,2024-09-13,6,1,,,UCO_AVP,"Oates, Michael",Right,UCO_HUS,7,Bottom,2,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
309,2024-09-13,6,2,,,UCO_AVP,"Oates, Michael",Right,UCO_HUS,7,Bottom,2,0,1,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
310,2024-09-13,6,3,,,UCO_AVP,"Oates, Michael",Right,UCO_HUS,7,Bottom,2,1,1,Fastball,InPlay,Undefined,GroundBall,Single,0,0,85.4,,,
311,2024-09-13,7,1,,,UCO_AVP,"Groen, Carter",Right,UCO_HUS,7,Bottom,2,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
312,2024-09-13,7,2,,,UCO_AVP,"Groen, Carter",Right,UCO_HUS,7,Bottom,2,0,1,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
313,2024-09-13,7,3,,,UCO_AVP,"Groen, Carter",Right,UCO_HUS,7,Bottom,2,1,1,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
314,2024-09-13,7,4,,,UCO_AVP,"Groen, Carter",Right,UCO_HUS,7,Bottom,2,2,1,Fastball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,,,
315,2024-09-13,7,5,,,UCO_AVP,"Groen, Carter",Right,UCO_HUS,7,Bottom,2,2,2,Fastball,StrikeSwinging,Strikeout,Undefined,Out,1,0,,,,
316,2024-09-13,1,1,"Hamberger, Evan",Left,UCO_HUS,,,UCO_AVP,8,Top,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
317,2024-09-13,1,2,"Hamberger, Evan",Left,UCO_HUS,,,UCO_AVP,8,Top,0,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
318,2024-09-13,1,3,"Hamberger, Evan",Left,UCO_HUS,,,UCO_AVP,8,Top,0,2,0,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,,
319,2024-09-13,1,4,"Hamberger, Evan",Left,UCO_HUS,,,UCO_AVP,8,Top,0,2,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
320,2024-09-13,1,5,"Hamberger, Evan",Left,UCO_HUS,,,UCO_AVP,8,Top,0,2,2,Fastball,InPlay,Undefined,Undefined,Undefined,0,0,93,,,
321,2024-09-13,2,1,"Hamberger, Evan",Left,UCO_HUS,,,UCO_AVP,8,Top,1,0,0,Fastball,StrikeCalled,Undefined,GroundBall,Out,1,0,,,,
322,2024-09-13,2,2,"Hamberger, Evan",Left,UCO_HUS,,,UCO_AVP,8,Top,1,0,1,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
323,2024-09-13,2,3,"Hamberger, Evan",Left,UCO_HUS,,,UCO_AVP,8,Top,1,0,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
324,2024-09-13,2,4,"Hamberger, Evan",Left,UCO_HUS,,,UCO_AVP,8,Top,1,1,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
325,2024-09-13,2,5,"Hamberger, Evan",Left,UCO_HUS,,,UCO_AVP,8,Top,1,2,2,Fastball,StrikeSwinging,Strikeout,Undefined,Out,0,0,,,,
326,2024-09-13,3,1,"Hamberger, Evan",Left,UCO_HUS,,,UCO_AVP,8,Top,2,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,1,0,,,,
327,2024-09-13,3,2,"Hamberger, Evan",Left,UCO_HUS,,,UCO_AVP,8,Top,2,0,1,Fastball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,,,
328,2024-09-13,3,3,"Hamberger, Evan",Left,UCO_HUS,,,UCO_AVP,8,Top,2,0,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
329,2024-09-13,3,4,"Hamberger, Evan",Left,UCO_HUS,,,UCO_AVP,8,Top,2,1,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
330,2024-09-13,3,5,"Hamberger, Evan",Left,UCO_HUS,,,UCO_AVP,8,Top,2,2,2,Fastball,InPlay,Undefined,LineDrive,Single,0,0,,,,
331,2024-09-13,4,1,"Hamberger, Evan",Left,UCO_HUS,,,UCO_AVP,8,Top,2,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
332,2024-09-13,4,2,"Hamberger, Evan",Left,UCO_HUS,,,UCO_AVP,8,Top,2,1,0,Fastball,InPlay,Undefined,GroundBall,Out,1,0,82.5,,,
333,2024-09-13,1,1,"Hamberger, Evan",Left,UCO_AVP,"Rispoli, Robert",Right,UCO_HUS,8,Bottom,0,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
334,2024-09-13,1,2,"Hamberger, Evan",Left,UCO_AVP,"Rispoli, Robert",Right,UCO_HUS,8,Bottom,0,0,1,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
335,2024-09-13,1,3,"Hamberger, Evan",Left,UCO_AVP,"Rispoli, Robert",Right,UCO_HUS,8,Bottom,0,1,1,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
336,2024-09-13,1,4,"Hamberger, Evan",Left,UCO_AVP,"Rispoli, Robert",Right,UCO_HUS,8,Bottom,0,2,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
337,2024-09-13,1,5,"Hamberger, Evan",Left,UCO_AVP,"Rispoli, Robert",Right,UCO_HUS,8,Bottom,0,3,1,Fastball,InPlay,Undefined,FlyBall,Out,1,0,84.7,,,
338,2024-09-13,2,1,"Hamberger, Evan",Left,UCO_AVP,"Suchy, Cayden",Left,UCO_HUS,8,Bottom,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
339,2024-09-13,2,2,"Hamberger, Evan",Left,UCO_AVP,"Suchy, Cayden",Left,UCO_HUS,8,Bottom,1,1,0,Fastball,InPlay,Undefined,FlyBall,Out,1,0,81.9,,,
340,2024-09-13,3,1,"Hamberger, Evan",Left,UCO_AVP,"Kron, Drew",Right,UCO_HUS,8,Bottom,2,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
341,2024-09-13,3,2,"Hamberger, Evan",Left,UCO_AVP,"Kron, Drew",Right,UCO_HUS,8,Bottom,2,1,0,Fastball,InPlay,Undefined,LineDrive,Triple,0,0,93,,,
342,2024-09-13,4,1,"Hamberger, Evan",Left,UCO_AVP,"LaRose, Jack",Left,UCO_HUS,8,Bottom,2,0,0,Curveball,BallCalled,Undefined,Undefined,StolenBase,0,0,,,,
343,2024-09-13,4,2,"Hamberger, Evan",Left,UCO_AVP,"LaRose, Jack",Left,UCO_HUS,8,Bottom,2,1,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
344,2024-09-13,4,3,"Hamberger, Evan",Left,UCO_AVP,"LaRose, Jack",Left,UCO_HUS,8,Bottom,2,2,0,Fastball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,,,
345,2024-09-13,4,4,"Hamberger, Evan",Left,UCO_AVP,"LaRose, Jack",Left,UCO_HUS,8,Bottom,2,2,1,Fastball,InPlay,Undefined,FlyBall,Out,1,0,87.2,,,
346,2024-09-13,1,1,"Afthim, Brady",Right,UCO_HUS,,,UCO_AVP,9,Top,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,
347,2024-09-13,1,2,"Afthim, Brady",Right,UCO_HUS,,,UCO_AVP,9,Top,0,1,0,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,,
348,2024-09-13,1,3,"Afthim, Brady",Right,UCO_HUS,,,UCO_AVP,9,Top,0,1,1,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,,
349,2024-09-13,1,4,"Afthim, Brady",Right,UCO_HUS,,,UCO_AVP,9,Top,0,1,2,Fastball,InPlay,Undefined,LineDrive,Out,1,0,92.4,,,
350,2024-09-13,2,1,"Afthim, Brady",Right,UCO_HUS,,,UCO_AVP,9,Top,1,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,
351,2024-09-13,2,2,"Afthim, Brady",Right,UCO_HUS,,,UCO_AVP,9,Top,1,0,1,Slider,InPlay,Undefined,GroundBall,Out,1,0,38.2,,,
352,2024-09-13,3,1,"Afthim, Brady",Right,UCO_HUS,,,UCO_AVP,9,Top,2,0,0,Fastball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,,,
353,2024-09-13,3,2,"Afthim, Brady",Right,UCO_HUS,,,UCO_AVP,9,Top,2,0,1,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,,,
354,2024-09-13,3,3,"Afthim, Brady",Right,UCO_HUS,,,UCO_AVP,9,Top,2,0,2,Fastball,StrikeSwinging,Strikeout,Undefined,Out,1,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
